Date,Ticker,Action,Quantite,Prix,Valeur,Type
2021-12-26 00:00:00,MRNA,ACHAT,0.2265557977858001,249.9900054931641,56.63668513298035,Réel
2025-08-11 17:27:35,MSFT,ACHAT,0.2208711369746541,525.5399780273438,116.07661247253418,Fictif
2025-08-11 18:07:43,BTC-USD,ACHAT,9.733838240991249e-05,119319.8515625,11.61440134048462,Fictif
